Estimate,upper,lower,Antimicrobial,Organism
1.01709897146938,0.887610209367552,1.14658773357121,CEFTAZIDIME,KLEBSIELLA PNEUMONIAE
1.51895225375498,1.35740306702556,1.68050144048439,ERTAPENEM,KLEBSIELLA PNEUMONIAE
0.802788119453787,0.70339839629421,0.902177842613365,CIPROFLOXACIN,KLEBSIELLA PNEUMONIAE
0.887483383989857,0.765367734266495,1.00959903371322,Piperacillin/Tazobactam,KLEBSIELLA PNEUMONIAE
1.54697572940677,1.38165632397204,1.71229513484151,MEROPENEM,KLEBSIELLA PNEUMONIAE
0.175424845082786,0.105181492126918,0.245668198038653,NITROFURANTOIN,KLEBSIELLA PNEUMONIAE
0.742228718783849,0.639069371647512,0.845388065920186,AMOXICILLIN/CLAVUL.,KLEBSIELLA PNEUMONIAE
0.756490939106094,0.662973394986768,0.85000848322542,Cotrimoxazole,KLEBSIELLA PNEUMONIAE
1.36836662950022,1.2218370307382,1.51489622826224,GENTAMICIN,KLEBSIELLA PNEUMONIAE
0.253302551452862,0.165983609586455,0.340621493319268,CEFEPIME,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
1.01632092381343,0.803241642264067,1.22940020536279,ERTAPENEM,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
-0.236060491713738,-0.428731821572857,-0.0433891618546197,AMIKACIN,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
0.160169045978932,0.0824948039244644,0.237843288033399,CEFTAZIDIME,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
0.656904435025913,0.582326318537168,0.731482551514658,NITROFURANTOIN,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
0.328981568999704,0.259710633575159,0.398252504424249,AMOXICILLIN/CLAVUL.,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
1.19144062590782,0.95215528933928,1.43072596247635,MEROPENEM,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
-0.127291227523317,-0.231655689611545,-0.0229267654350898,GENTAMICIN,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
0.476481632345774,0.385483611708694,0.567479652982853,CIPROFLOXACIN,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
0.356739160658782,0.278064130087263,0.435414191230301,Cotrimoxazole,ENTEROBACTERIAECAE EXCEPT E COLI  KLEB PNEU
-0.180144907900421,-0.512235346621845,0.151945530821002,CEFOTAXIME,PSEUDOMONAS AERUGINOSA
0.201445990243076,0.0776223445733645,0.325269635912788,NORFLOXACIN,PSEUDOMONAS AERUGINOSA
0.514519422381775,0.417580942309977,0.611457902453572,IMIPENEM,PSEUDOMONAS AERUGINOSA
0.370540006208553,0.24354947847799,0.497530533939117,CEFEPIME,PSEUDOMONAS AERUGINOSA
0.1373268962591,0.0455854976349562,0.229068294883244,CIPROFLOXACIN,PSEUDOMONAS AERUGINOSA
0.336496342252578,0.180523194433065,0.492469490072092,MEROPENEM,PSEUDOMONAS AERUGINOSA
0.884760298020685,0.689889155932677,1.07963144010869,AMIKACIN,PSEUDOMONAS AERUGINOSA
0.496986005859123,0.391398392344463,0.602573619373783,Piperacillin/Tazobactam,PSEUDOMONAS AERUGINOSA
0.328755937016712,0.230181863907015,0.42733001012641,CEFTAZIDIME,PSEUDOMONAS AERUGINOSA
0.319572242798516,0.172899424840797,0.466245060756234,GENTAMICIN,PSEUDOMONAS AERUGINOSA
0.304590016057901,0.199103099731797,0.410076932384005,CIPROFLOXACIN,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
0.302241074360579,0.197122882669448,0.40735926605171,FUSIDIC ACID,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
0.142940446550962,0.0409917601974568,0.244889132904468,ERYTHROMYCIN,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
0.308289616490732,0.18694285034248,0.429636382638984,GENTAMICIN,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
-0.320794959437796,-0.43497005484605,-0.206619864029542,Cotrimoxazole,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
-0.0251603313682035,-0.124294526842916,0.0739738641065089,CLINDAMYCIN,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
0.292672254007998,-1.14090722396669,1.72625173198268,LINEZOLID,METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
-0.0872619902612813,-0.470711689554561,0.296187709031999,TETRACYCLINE,STREPTOCOCCI  BETA HEMOLYTIC GROUP B
-0.189179417429099,-0.46300484664478,0.0846460117865814,ERYTHROMYCIN,STREPTOCOCCI  BETA HEMOLYTIC GROUP B
0.31289230773465,0.113348519510119,0.512436095959181,CLINDAMYCIN,STREPTOCOCCI  BETA HEMOLYTIC GROUP B
0.380466034619603,0.1830759677462,0.577856101493005,AMIKACIN,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.637428368532454,0.552229379687603,0.722627357377305,CIPROFLOXACIN,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.266823184387846,0.186106352380043,0.347540016395648,NITROFURANTOIN,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.64367794001106,0.377846858267906,0.909509021754215,ERTAPENEM,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.600777079071287,0.48139025409781,0.720163904044764,Piperacillin/Tazobactam,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.472565834703563,0.376912898852958,0.568218770554168,AMOXICILLIN/CLAVUL.,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.0671471989202346,-0.0275574943115633,0.161851892152032,Cotrimoxazole,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.583225639598306,0.492682897291224,0.673768381905388,GENTAMICIN,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
-0.0555019717361781,-0.746925149467419,0.635921205995062,MEROPENEM,ESBL POSITIVE KLEBSIELLA PNEUMONIAE
0.442892962733379,0.357733837059224,0.528052088407534,ERYTHROMYCIN,ENTEROCOCCUS FAECALIS
-0.016155717883196,-0.11749167138911,0.0851802356227176,TETRACYCLINE,ENTEROCOCCUS FAECALIS
0.614520165036435,0.532124771511658,0.696915558561212,CIPROFLOXACIN,ENTEROCOCCUS FAECALIS
-2.18768529600079,-3.41392161452928,-0.961448977472297,TEICOPLANIN,ENTEROCOCCUS FAECALIS
0.381169713723417,-0.314248219273508,1.07658764672034,VANCOMYCIN,ENTEROCOCCUS FAECALIS
0.392055521560818,0.0413106945297999,0.742800348591837,LINEZOLID,ENTEROCOCCUS FAECALIS
0.927104767835086,0.525725207005677,1.32848432866449,AMPICILLIN,ENTEROCOCCUS FAECALIS
